2205,116443
2206,151848
2207,245526
2208,246083
2209,246010
2210,134068
2211,113578
2212,116460
2213,109600
2214,139663
2215,103773
2216,165452
2217,80342
2218,58378
2219,58358
2220,61375
2221,346281
2222,278607
2223,302342
2224,198961
2225,123068
2226,192010
2227,197462
2228,271204
2229,250645
2230,162007
2231,225508
2232,202317
2233,180282
2234,233795
2235,244742
2236,245464
2237,338152
2238,200382
2239,103781
2240,155255
2241,164316
2242,122343
2243,124617
2244,95070
2245,101372
2246,145498
2247,106227
2248,126453
2249,121917
2250,132043
2251,111217
2252,171129
2253,150247
2254,184967
2255,193158
2256,173091
2257,218573
2258,156028
2259,178856
2260,159233
2261,191101
2262,205350
2263,398036
2264,457757
2265,169511
2266,311513
2267,370195
2268,408700
2269,148234
2270,196607
2271,211712
2272,202142
2273,163881
2274,179597
2275,168186
2276,187572
2277,183923
2278,145272
2279,145680
2280,113823
2281,175246
2282,195781
2283,108508
2284,114883
2285,142910
2286,119765
2287,364350
2288,271120
2289,387947
2290,459115
2291,338334
2292,440870
2293,477368
2294,413638
2295,433774
2296,273672
2297,328674
2298,338326
2299,370318
2300,339459
2301,306024
2302,247197
2303,232891
2304,231262
2305,195878
2306,193036
2307,194014
2308,225508
2309,277813
2310,219325
2311,199101
2312,169214
2313,169955
2314,162984
2315,178393
2316,186937
2317,184545
2318,181400
2319,171221
2320,184427
2321,245448
2322,171690
2323,186449
2324,170146
2325,211931
2326,171198
2327,209079
2328,222544
2329,189389
2330,180715
2331,357029
2332,363500
2333,321928
2334,256124
2335,261856
2336,331721
2337,207483
2338,270525
2339,193948
2340,390392
2341,214817
2342,214087
2343,228984
2344,222265
2345,230677
2346,216252
2347,207172
2348,234206
2349,172992
2350,308495
2351,277430
2352,247201
2353,270299
2354,133688
2355,147018
2356,158522
2357,191078
2358,203215
2359,128314
2360,115840
2361,140958
2362,260842
2363,139705
2364,148350
2365,216709
2366,186283
2367,204729
2368,219473
2369,201886
2370,176830
2371,173111
2372,207591
2373,268548
2374,318855
2375,243568
2376,274637
2377,361161
2378,152951
2379,205106
2380,155330
2381,161893
2382,188602
2383,201036
2384,248733
2385,158515
2386,137214
2387,137146
2388,93870
2389,125390
2390,155319
2391,152726
2392,113569
2393,176297
2394,148646
2395,215649
2396,147048
2397,210537
2398,135848
2399,67025
2400,60417
2401,106013
2402,137650
2403,140333
2404,153973
2405,159302
2406,142317
2407,124225
2408,150576
2409,117976
2410,161037
2411,122643
2412,157066
2413,131469
2414,149174
2415,135784
2416,125437
2417,139161
2418,127644
2419,126820
2420,129068
2421,140211
2422,115560
2423,135048
2424,156557
2425,204645
2426,115522
2427,139145
2428,172728
2429,118400
2430,134512
2431,112455
2432,148921
2433,145002
2434,133584
2435,151742
2436,111265
2437,108028
2438,128444
2439,107881
2440,119033
2441,97337
2442,94711
2443,123919
2444,122883
2445,79407
2446,141996
2447,182523
2448,134199
2449,106835
2450,149398
2451,130176
2452,202741
2453,90373
2454,128004
2455,123608
2456,140108
2457,140515
2458,131977
2459,117456
2460,131397
2461,117702
2462,138510
2463,129198
2464,182640
2465,150815
2466,124082
2467,134271
2468,78325
2469,77412
2470,185505
2471,204566
2472,157281
2473,123844
2474,77000
2475,205914
2476,115308
2477,130157
2478,147561
2479,103898
2480,157815
2481,127120
2482,127888
2483,114268
2484,122576
2485,128217
2486,154789
2487,203283
2488,161402
2489,151342
2490,158110
2491,87457
2492,194614
2493,152744
2494,131115
2495,86185
2496,216193
2497,151779
2498,110557
2499,87462
2500,141226
2501,130281
2502,146218
2503,100003
2504,167140
2505,236080
2506,252471
2507,297989
2508,250845
2509,222584
2510,222580
2511,172631
2512,214760
2513,211179
2514,288074
2515,158057
2516,172198
2517,146057
2518,151429
2519,233774
2520,214645
2521,188267
2522,222077
2523,117631
2524,143507
2525,148563
2526,140287
2527,117811
2528,131201
2529,127017
2530,123258
2531,264101
2532,229130
2533,198017
2534,210039
2535,307164
2536,231385
2537,238835
2538,180374
2539,181724
2540,182152
2541,178985
2542,169007
2543,129400
2544,127444
2545,129345
2546,128118
2547,141177
2548,140958
2549,160113
2550,387710
2551,143001
2552,120714
2553,80106
2554,95144
2555,117916
2556,103165
2557,109949
2558,153866
2559,139129
2560,148080
2561,159156
2562,134654
2563,148611
2564,196372
2565,154468
2566,160291
2567,138694
2568,210300
2569,217363
2570,119606
2571,188744
2572,142145
2573,214057
2574,269711
2575,138010
2576,124838
2577,168941
2578,79206
2579,54922
2580,100618
2581,111181
2582,100347
2583,261562
2584,160012
2585,201556
2586,224895
2587,198093
2588,147103
2589,145778
2590,212152
2591,222030
2592,209322
2593,246062
2594,175451
2595,201955
2596,304444
2597,196511
2598,278200
2599,305252
2600,180930
2601,165300
2602,75601
2603,91295
2604,89521
2605,72649
2606,157777
2607,202873
2608,185607
2609,170872
2610,115212
2611,114357
2612,154479
2613,134625
2614,127505
2615,152064
2616,146227
2617,184075
2618,224563
2619,194219
2620,187152
2621,177137
2622,181238
2623,240361
2624,312684
2625,306748
2626,175113
2627,158074
2628,499805
2629,550796
2630,384397
2631,459946
2632,455690
2633,318197
2634,423368
2635,157937
2636,174708
2637,188089
2638,258341
2639,178785
2640,151735
2641,104995
2642,196658
2643,102261
2644,129519
2645,111059
2646,100317
2647,103476
2648,141115
2649,148202
2650,138523
2651,144416
2652,421167
2653,243294
2654,274327
2655,413057
2656,311483
2657,333267
2658,283878
2659,291625
2660,354896
2661,378977
2662,362198
2663,272304
2664,279670
2665,319388
2666,295808
2667,162186
2668,172795
2669,183997
2670,265760
2671,179573
2672,198847
2673,209284
2674,207556
2675,169323
2676,186624
2677,193016
2678,254552
2679,280638
2680,291841
2681,406130
2682,334704
2683,550168
2684,316866
2685,324664
2686,256188
2687,326181
2688,193648
2689,200659
2690,462958
2691,200476
2692,131408
2693,188972
2694,125175
2695,192160
2696,179817
2697,186509
2698,194001
2699,177839
2700,160248
2701,142216
2702,106555
2703,112696
2704,135895
2705,117663
2706,115759
2707,128594
2708,132131
2709,114775
2710,125898
2711,274959
2712,377609
2713,173980
2714,151672
2715,169265
2716,139854
2717,197473
2718,227117
2719,157364
2720,168750
2721,136709
2722,157432
2723,136623
2724,129755
2725,133210
2726,154436
2727,186541
2728,169178
2729,149566
2730,147071
2731,129543
2732,127047
2733,154053
2734,135856
2735,137900
2736,146054
2737,122376
2738,136894
2739,160104
2740,135728
2741,147317
2742,146596
2743,141229
2744,158610
2745,142963
2746,141141
2747,141799
2748,127273
2749,135830
2750,138207
2751,139351
2752,208364
2753,149017
2754,239637
2755,131058
2756,102350
2757,73057
2758,86500
2759,163204
2760,130716
2761,144564
2762,145217
2763,170356
2764,141172
2765,257667
2766,130992
2767,90910
2768,139239
2769,135405
2770,136300
2771,105125
2772,107470
2773,184777
2774,143000
2775,119620
2776,135604
2777,143030
2778,103854
2779,138275
2780,98611
2781,99585
2782,89641
2783,106592
2784,125331
2785,148388
2786,70617
2787,120935
2788,63694
2789,167208
2790,106810
2791,121943
2792,42611
2793,176257
2794,93469
2795,127000
2796,105855
2797,197227
2798,110373
2799,123359
2800,60380
2801,102265
2802,134058
2803,157155
2804,134840
2805,105876
2806,80145
2807,153752
2808,155259
2809,139148
2810,133555
2811,164509
2812,161823
2813,162748
2814,143614
2815,101484
2816,229276
2817,157512
2818,139635
2819,163080
2820,142662
2821,116449
2822,189409
2823,282413
2824,216703
2825,152950
2826,135551
2827,132775
2828,242902
2829,205271
2830,221748
2831,177929
2832,255685
2833,303951
2834,211135
2835,216497
2836,185517
2837,154416
2838,147711
2839,181228
2840,191209
2841,202547
2842,225958
2843,156625
2844,167226
2845,116134
2846,210990
2847,210938
2848,209936
2849,197012
2850,279549
2851,203464
2852,222323
2853,235968
2854,136570
2855,205463
2856,193191
2857,179188
2858,194204
2859,124679
2860,126557
2861,123595
2862,199017
2863,135927
2864,220969
2865,141355
2866,132503
2867,98968
2868,103525
2869,108574
2870,125226
2871,86181
2872,47670
2873,103506
2874,130449
2875,112424
2876,160406
2877,143173
2878,161112
2879,144738
2880,95467
2881,148283
2882,188269
2883,194997
2884,175197
2885,193717
2886,249874
2887,93844
2888,142088
2889,52476
2890,82123
2891,139820
2892,36014
2893,70187
2894,47946
2895,305485
2896,275852
2897,191979
2898,153979
2899,206958
2900,161764
2901,209209
2902,195039
2903,345131
2904,351002
2905,80819
2906,210829
2907,104925
2908,133836
2909,135964
2910,80045
2911,74890
2912,150768
2913,73374
2914,72794
2915,79159
2916,74179
2917,161829
2918,118881
2919,201471
